pattern,source_r,source_g,source_b,source_hex,pixel_count,flank_weight,markings_weight
pattern_4_heron,104,4,175,#6804AF,2,0.60358381,0.39641619
pattern_4_heron,104,6,162,#6806A2,2,0.60561067,0.39438933
pattern_4_heron,104,10,175,#680AAF,2,0.60367596,0.39632404
pattern_4_heron,104,14,189,#680EBD,1,0.60158768,0.39841232
pattern_4_heron,104,14,192,#680EC0,3,0.60112706,0.39887294
pattern_4_heron,104,33,187,#6821BB,1,0.60218653,0.39781347
pattern_4_heron,104,40,170,#6828AA,1,0.60490435,0.39509565
pattern_4_heron,104,62,200,#683EC8,6,0.60063568,0.39936432
pattern_4_heron,104,70,200,#6846C8,2,0.60075852,0.39924148
pattern_4_heron,104,74,209,#684AD1,3,0.59943801,0.40056199
pattern_4_heron,106,0,164,#6A00A4,1,0.59738046,0.40261954
pattern_4_heron,106,0,170,#6A00AA,7,0.59645918,0.40354082
pattern_4_heron,106,0,172,#6A00AC,11,0.59615207,0.40384793
pattern_4_heron,106,0,175,#6A00AF,29,0.59569144,0.40430856
pattern_4_heron,106,0,178,#6A00B2,1,0.59523079,0.40476921
pattern_4_heron,106,0,181,#6A00B5,5,0.59477013,0.40522987
pattern_4_heron,106,0,184,#6A00B8,8,0.59430948,0.40569052
pattern_4_heron,106,0,194,#6A00C2,1,0.592774,0.407226
pattern_4_heron,106,0,236,#6A00EC,14,0.58632496,0.41367504
pattern_4_heron,106,5,186,#6A05BA,2,0.59407917,0.40592083
pattern_4_heron,106,52,194,#6A34C2,1,0.59357247,0.40642753
pattern_4_heron,106,86,239,#6A56EF,10,0.58718485,0.41281515
pattern_4_heron,107,0,165,#6B00A5,10,0.59331143,0.40668857
pattern_4_heron,107,0,170,#6B00AA,29,0.59254369,0.40745631
pattern_4_heron,107,0,172,#6B00AC,17,0.59223658,0.40776342
pattern_4_heron,107,0,173,#6B00AD,9,0.59208304,0.40791696
pattern_4_heron,107,0,178,#6B00B2,7,0.5913153,0.4086847
pattern_4_heron,107,0,181,#6B00B5,13,0.59085464,0.40914536
pattern_4_heron,107,0,183,#6B00B7,12,0.59054756,0.40945244
pattern_4_heron,107,0,186,#6B00BA,10,0.59008691,0.40991309
pattern_4_heron,107,0,189,#6B00BD,13,0.58962625,0.41037375
pattern_4_heron,107,0,193,#6B00C1,1,0.58901206,0.41098794
pattern_4_heron,107,0,198,#6B00C6,8,0.58824432,0.41175568
pattern_4_heron,107,0,200,#6B00C8,8,0.58793724,0.41206276
pattern_4_heron,107,0,202,#6B00CA,2,0.58763012,0.41236988
pattern_4_heron,107,0,206,#6B00CE,10,0.58701593,0.41298407
pattern_4_heron,107,0,210,#6B00D2,9,0.58640173,0.41359827
pattern_4_heron,107,0,214,#6B00D6,5,0.58578756,0.41421244
pattern_4_heron,107,0,218,#6B00DA,4,0.58517337,0.41482663
pattern_4_heron,107,0,222,#6B00DE,48,0.58455917,0.41544083
pattern_4_heron,107,0,230,#6B00E6,1,0.58333078,0.41666922
pattern_4_heron,107,0,231,#6B00E7,41,0.58317724,0.41682276
pattern_4_heron,107,0,239,#6B00EF,37,0.58194885,0.41805115
pattern_4_heron,107,0,255,#6B00FF,49,0.57949206,0.42050794
pattern_4_heron,107,4,231,#6B04E7,7,0.58323863,0.41676137
pattern_4_heron,107,8,198,#6B08C6,7,0.58836716,0.41163284
pattern_4_heron,107,12,206,#6B0CCE,2,0.58720019,0.41279981
pattern_4_heron,107,40,222,#6B28DE,2,0.58517337,0.41482663
pattern_4_heron,109,0,164,#6D00A4,1,0.58563399,0.41436601
pattern_4_heron,109,0,167,#6D00A7,1,0.58517337,0.41482663
pattern_4_heron,109,0,170,#6D00AA,1,0.58471271,0.41528729
pattern_4_heron,109,0,172,#6D00AC,3,0.5844056,0.4155944
pattern_4_heron,109,0,175,#6D00AF,5,0.58394498,0.41605502
pattern_4_heron,109,0,181,#6D00B5,1,0.58302367,0.41697633
pattern_4_heron,109,0,183,#6D00B7,2,0.58271658,0.41728342
pattern_4_heron,109,0,186,#6D00BA,2,0.58225593,0.41774407
pattern_4_heron,109,0,189,#6D00BD,2,0.58179528,0.41820472
pattern_4_heron,109,0,203,#6D00CB,2,0.5796456,0.4203544
pattern_4_heron,109,0,219,#6D00DB,1,0.57718882,0.42281118
pattern_4_heron,109,0,252,#6D00FC,1,0.57212174,0.42787826
pattern_4_heron,110,0,161,#6E00A1,1,0.58217916,0.41782084
pattern_4_heron,110,0,165,#6E00A5,3,0.58156496,0.41843504
pattern_4_heron,110,0,167,#6E00A7,1,0.58125788,0.41874212
pattern_4_heron,110,0,175,#6E00AF,4,0.58002949,0.41997051
pattern_4_heron,110,0,176,#6E00B0,12,0.57987595,0.42012405
pattern_4_heron,110,0,181,#6E00B5,2,0.57910818,0.42089182
pattern_4_heron,110,0,184,#6E00B8,15,0.57864755,0.42135245
pattern_4_heron,110,0,186,#6E00BA,2,0.57834044,0.42165956
pattern_4_heron,110,0,187,#6E00BB,5,0.5781869,0.4218131
pattern_4_heron,110,0,189,#6E00BD,14,0.57787982,0.42212018
pattern_4_heron,110,0,192,#6E00C0,1,0.57741916,0.42258084
pattern_4_heron,110,0,197,#6E00C5,2,0.57665142,0.42334858
pattern_4_heron,110,0,219,#6E00DB,3,0.57327336,0.42672664
pattern_4_heron,110,0,227,#6E00E3,9,0.57204497,0.42795503
pattern_4_heron,110,0,231,#6E00E7,3,0.57143077,0.42856923
pattern_4_heron,110,2,197,#6E02C5,2,0.57668212,0.42331788
pattern_4_heron,110,4,167,#6E04A7,2,0.5813193,0.4186807
pattern_4_heron,110,12,175,#6E0CAF,2,0.58021373,0.41978627
pattern_4_heron,110,12,178,#6E0CB2,3,0.5797531,0.4202469
pattern_4_heron,110,12,192,#6E0CC0,1,0.57760343,0.42239657
pattern_4_heron,110,13,167,#6E0DA7,2,0.5814575,0.4185425
pattern_4_heron,110,14,216,#6E0ED8,4,0.57394895,0.42605105
pattern_4_heron,110,16,181,#6E10B5,1,0.57935387,0.42064613
pattern_4_heron,110,55,205,#6E37CD,2,0.57626754,0.42373246
pattern_4_heron,110,62,192,#6E3EC0,1,0.57837117,0.42162883
pattern_4_heron,110,70,197,#6E46C5,3,0.57772624,0.42227376
pattern_4_heron,110,80,227,#6E50E3,9,0.57327336,0.42672664
pattern_4_heron,110,82,231,#6E52E7,2,0.57268986,0.42731014
pattern_4_heron,111,0,164,#6F00A4,10,0.57780302,0.42219698
pattern_4_heron,111,0,173,#6F00AD,5,0.57642108,0.42357892
pattern_4_heron,111,0,210,#6F00D2,1,0.57073981,0.42926019
pattern_4_heron,111,0,226,#6F00E2,1,0.56828302,0.43171698
pattern_4_heron,111,0,230,#6F00E6,5,0.56766883,0.43233117
pattern_4_heron,111,0,231,#6F00E7,1,0.56751528,0.43248472
pattern_4_heron,111,0,234,#6F00EA,3,0.56705463,0.43294537
pattern_4_heron,111,6,247,#6F06F7,1,0.56515062,0.43484938
pattern_4_heron,111,20,234,#6F14EA,1,0.56736174,0.43263826
pattern_4_heron,111,28,230,#6F1CE6,1,0.56809875,0.43190125
pattern_4_heron,112,0,161,#7000A1,1,0.57434818,0.42565182
pattern_4_heron,112,0,162,#7000A2,5,0.57419464,0.42580536
pattern_4_heron,112,0,165,#7000A5,4,0.57373399,0.42626601
pattern_4_heron,112,0,170,#7000AA,6,0.57296625,0.42703375
pattern_4_heron,112,0,172,#7000AC,13,0.57265916,0.42734084
pattern_4_heron,112,0,175,#7000AF,13,0.57219851,0.42780149
pattern_4_heron,112,0,176,#7000B0,4,0.57204497,0.42795503
pattern_4_heron,112,0,178,#7000B2,2,0.57173786,0.42826214
pattern_4_heron,112,0,181,#7000B5,8,0.57127723,0.42872277
pattern_4_heron,112,0,183,#7000B7,2,0.57097012,0.42902988
pattern_4_heron,112,0,184,#7000B8,3,0.57081658,0.42918342
pattern_4_heron,112,0,189,#7000BD,3,0.57004884,0.42995116
pattern_4_heron,112,0,192,#7000C0,5,0.56958818,0.43041182
pattern_4_heron,112,0,195,#7000C3,8,0.56912753,0.43087247
pattern_4_heron,112,6,181,#7006B5,1,0.57136935,0.42863065
pattern_4_heron,112,20,164,#7014A4,1,0.57419464,0.42580536
pattern_4_heron,112,21,172,#7015AC,3,0.5729816,0.4270184
pattern_4_heron,112,23,170,#7017AA,1,0.57331941,0.42668059
pattern_4_heron,115,0,165,#7300A5,14,0.56198752,0.43801248
pattern_4_heron,115,0,170,#7300AA,7,0.56121978,0.43878022
pattern_4_heron,115,0,173,#7300AD,3,0.56075916,0.43924084
pattern_4_heron,115,0,175,#7300AF,3,0.56045204,0.43954796
pattern_4_heron,115,0,181,#7300B5,14,0.55953076,0.44046924
pattern_4_heron,115,0,184,#7300B8,13,0.55907011,0.44092989
pattern_4_heron,115,0,186,#7300BA,15,0.55876303,0.44123697
pattern_4_heron,115,0,189,#7300BD,33,0.55830237,0.44169763
pattern_4_heron,115,0,192,#7300C0,26,0.55784172,0.44215828
pattern_4_heron,115,0,195,#7300C3,9,0.55738106,0.44261894
pattern_4_heron,115,0,198,#7300C6,7,0.55692044,0.44307956
pattern_4_heron,115,0,200,#7300C8,6,0.55661333,0.44338667
pattern_4_heron,115,0,203,#7300CB,7,0.5561527,0.4438473
pattern_4_heron,115,0,206,#7300CE,24,0.55569205,0.44430795
pattern_4_heron,115,0,214,#7300D6,2,0.55446365,0.44553635
pattern_4_heron,115,0,217,#7300D9,2,0.554003,0.445997
pattern_4_heron,115,0,222,#7300DE,54,0.55323526,0.44676474
pattern_4_heron,115,0,225,#7300E1,1,0.55277461,0.44722539
pattern_4_heron,115,0,226,#7300E2,1,0.55262107,0.44737893
pattern_4_heron,115,0,230,#7300E6,1,0.55200687,0.44799313
pattern_4_heron,115,0,231,#7300E7,9,0.55185333,0.44814667
pattern_4_heron,115,0,234,#7300EA,3,0.55139267,0.44860733
pattern_4_heron,115,0,239,#7300EF,15,0.55062494,0.44937506
pattern_4_heron,115,0,243,#7300F3,8,0.55001074,0.44998926
pattern_4_heron,115,0,247,#7300F7,5,0.54939654,0.45060346
pattern_4_heron,115,0,255,#7300FF,30,0.54816815,0.45183185
pattern_4_heron,115,2,181,#7302B5,1,0.55956146,0.44043854
pattern_4_heron,115,4,184,#7304B8,1,0.55913153,0.44086847
pattern_4_heron,115,4,189,#7304BD,2,0.5583638,0.4416362
pattern_4_heron,115,8,181,#7308B5,6,0.55965358,0.44034642
pattern_4_heron,115,8,186,#7308BA,3,0.55888584,0.44111416
pattern_4_heron,115,12,251,#730CFB,2,0.54896662,0.45103338
pattern_4_heron,115,13,206,#730DCE,2,0.55589166,0.44410834
pattern_4_heron,115,16,181,#7310B5,2,0.55977643,0.44022357
pattern_4_heron,115,28,189,#731CBD,2,0.5587323,0.4412677
pattern_4_heron,115,32,183,#7320B7,1,0.559715,0.440285
pattern_4_heron,115,33,214,#7321D6,2,0.55497035,0.44502965
pattern_4_heron,115,37,192,#7325C0,1,0.55840984,0.44159016
pattern_4_heron,115,40,255,#7328FF,1,0.54878235,0.45121765
pattern_4_heron,115,44,173,#732CAD,2,0.56143475,0.43856525
pattern_4_heron,115,44,198,#732CC6,1,0.55759606,0.44240394
pattern_4_heron,115,52,222,#7334DE,3,0.55403373,0.44596627
pattern_4_heron,115,52,231,#7334E7,1,0.55265179,0.44734821
pattern_4_heron,115,59,238,#733BEE,1,0.55168444,0.44831556
pattern_4_heron,115,70,205,#7346CD,2,0.55692044,0.44307956
pattern_4_heron,115,74,203,#734ACB,2,0.55728894,0.44271106
pattern_4_heron,117,0,170,#7500AA,11,0.5533888,0.4466112
pattern_4_heron,117,0,172,#7500AC,22,0.55308172,0.44691828
pattern_4_heron,117,0,183,#7500B7,1,0.55139267,0.44860733
pattern_4_heron,117,0,200,#7500C8,1,0.54878235,0.45121765
pattern_4_heron,118,0,165,#7600A5,1,0.55024108,0.44975892
pattern_4_heron,118,0,167,#7600A7,3,0.54993397,0.45006603
pattern_4_heron,118,0,181,#7600B5,5,0.5477843,0.4522157
pattern_4_heron,118,0,187,#7600BB,1,0.54686299,0.45313701
pattern_4_heron,118,0,189,#7600BD,3,0.54655591,0.45344409
pattern_4_heron,118,0,192,#7600C0,11,0.54609525,0.45390475
pattern_4_heron,118,0,195,#7600C3,9,0.54563463,0.45436537
pattern_4_heron,118,0,200,#7600C8,3,0.54486686,0.45513314
pattern_4_heron,118,0,222,#7600DE,2,0.5414888,0.4585112
pattern_4_heron,118,0,227,#7600E3,2,0.54072106,0.45927894
pattern_4_heron,118,2,165,#7602A5,4,0.55027178,0.44972822
pattern_4_heron,118,14,192,#760EC0,1,0.54631022,0.45368978
pattern_4_heron,118,69,219,#7645DB,4,0.54300892,0.45699108
pattern_4_heron,119,0,193,#7700C1,3,0.54202622,0.45797378
pattern_4_heron,119,0,218,#7700DA,2,0.5381875,0.4618125
pattern_4_heron,119,0,222,#7700DE,1,0.53757331,0.46242669
pattern_4_heron,119,0,226,#7700E2,1,0.53695911,0.46304089
pattern_4_heron,119,0,230,#7700E6,2,0.53634495,0.46365505
pattern_4_heron,119,0,235,#7700EB,8,0.53557718,0.46442282
pattern_4_heron,119,0,239,#7700EF,2,0.53496298,0.46503702
pattern_4_heron,119,0,243,#7700F3,10,0.53434882,0.46565118
pattern_4_heron,119,0,247,#7700F7,9,0.53373462,0.46626538
pattern_4_heron,119,0,251,#7700FB,11,0.53312042,0.46687958
pattern_4_heron,119,10,230,#770AE6,2,0.53649849,0.46350151
pattern_4_heron,120,0,175,#7800AF,2,0.5408746,0.4591254
pattern_4_heron,120,0,178,#7800B2,1,0.54041398,0.45958602
pattern_4_heron,120,0,183,#7800B7,1,0.53964624,0.46035376
pattern_4_heron,120,0,186,#7800BA,18,0.53918558,0.46081442
pattern_4_heron,120,0,187,#7800BB,6,0.53903204,0.46096796
pattern_4_heron,120,0,189,#7800BD,4,0.53872493,0.46127507
pattern_4_heron,120,0,194,#7800C2,25,0.53795719,0.46204281
pattern_4_heron,120,0,197,#7800C5,7,0.53749654,0.46250346
pattern_4_heron,120,0,200,#7800C8,8,0.53703591,0.46296409
pattern_4_heron,120,0,203,#7800CB,9,0.53657526,0.46342474
pattern_4_heron,120,0,205,#7800CD,1,0.53626814,0.46373186
pattern_4_heron,120,0,206,#7800CE,1,0.5361146,0.4638854
pattern_4_heron,120,0,208,#7800D0,6,0.53580752,0.46419248
pattern_4_heron,120,0,209,#7800D1,3,0.53565395,0.46434605
pattern_4_heron,120,0,211,#7800D3,5,0.53534687,0.46465313
pattern_4_heron,120,0,219,#7800DB,1,0.53411847,0.46588153
pattern_4_heron,120,0,222,#7800DE,1,0.53365782,0.46634218
pattern_4_heron,120,1,197,#7801C5,1,0.53751189,0.46248811
pattern_4_heron,120,4,197,#7804C5,2,0.53755796,0.46244204
pattern_4_heron,120,5,184,#7805B8,2,0.53956944,0.46043056
pattern_4_heron,120,6,170,#7806AA,2,0.54173449,0.45826551
pattern_4_heron,120,6,200,#7806C8,1,0.53712803,0.46287197
pattern_4_heron,120,9,194,#7809C2,2,0.53809538,0.46190462
pattern_4_heron,120,10,206,#780ACE,1,0.53626814,0.46373186
pattern_4_heron,120,12,194,#780CC2,3,0.53814146,0.46185854
pattern_4_heron,120,26,186,#781ABA,3,0.53958482,0.46041518
pattern_4_heron,120,26,205,#781ACD,1,0.53666738,0.46333262
pattern_4_heron,120,37,192,#7825C0,3,0.53883243,0.46116757
pattern_4_heron,120,37,200,#7825C8,1,0.53760403,0.46239597
pattern_4_heron,120,46,178,#782EB2,2,0.54112029,0.45887971
pattern_4_heron,120,54,249,#7836F9,12,0.53034118,0.46965882
pattern_4_heron,120,74,228,#784AE4,3,0.53387281,0.46612719
pattern_4_heron,120,78,222,#784EDE,2,0.53485551,0.46514449
pattern_4_heron,121,0,187,#7900BB,1,0.53511655,0.46488345
pattern_4_heron,121,0,192,#7900C0,2,0.53434882,0.46565118
pattern_4_heron,123,0,165,#7B00A5,2,0.53066364,0.46933636
pattern_4_heron,123,0,167,#7B00A7,4,0.53035653,0.46964347
pattern_4_heron,123,0,170,#7B00AA,3,0.5298959,0.4701041
pattern_4_heron,123,0,172,#7B00AC,32,0.52958879,0.47041121
pattern_4_heron,123,0,173,#7B00AD,11,0.52943525,0.47056475
pattern_4_heron,123,0,178,#7B00B2,3,0.52866751,0.47133249
pattern_4_heron,123,0,181,#7B00B5,13,0.52820686,0.47179314
pattern_4_heron,123,0,184,#7B00B8,2,0.5277462,0.4722538
pattern_4_heron,123,0,189,#7B00BD,10,0.52697846,0.47302154
pattern_4_heron,123,0,192,#7B00C0,1,0.52651784,0.47348216
pattern_4_heron,123,0,195,#7B00C3,2,0.52605718,0.47394282
pattern_4_heron,123,0,197,#7B00C5,7,0.52575007,0.47424993
pattern_4_heron,123,0,198,#7B00C6,7,0.52559653,0.47440347
pattern_4_heron,123,0,203,#7B00CB,4,0.52482879,0.47517121
pattern_4_heron,123,0,206,#7B00CE,8,0.52436814,0.47563186
pattern_4_heron,123,0,211,#7B00D3,4,0.5236004,0.4763996
pattern_4_heron,123,0,214,#7B00D6,5,0.52313974,0.47686026
pattern_4_heron,123,0,217,#7B00D9,1,0.52267912,0.47732088
pattern_4_heron,123,0,222,#7B00DE,21,0.52191138,0.47808862
pattern_4_heron,123,0,230,#7B00E6,3,0.52068299,0.47931701
pattern_4_heron,123,0,231,#7B00E7,25,0.52052945,0.47947055
pattern_4_heron,123,0,234,#7B00EA,1,0.52006879,0.47993121
pattern_4_heron,123,0,239,#7B00EF,9,0.51930106,0.48069894
pattern_4_heron,123,0,247,#7B00F7,12,0.51807266,0.48192734
pattern_4_heron,123,0,255,#7B00FF,17,0.51684427,0.48315573
pattern_4_heron,123,4,214,#7B04D6,2,0.52320117,0.47679883
pattern_4_heron,123,13,189,#7B0DBD,1,0.52717808,0.47282192
pattern_4_heron,123,16,222,#7B10DE,7,0.52215704,0.47784296
pattern_4_heron,123,36,239,#7B24EF,2,0.51985383,0.48014617
pattern_4_heron,123,40,214,#7B28D6,1,0.52375394,0.47624606
pattern_4_heron,123,44,181,#7B2CB5,2,0.52888247,0.47111753
pattern_4_heron,123,44,189,#7B2CBD,1,0.52765408,0.47234592
pattern_4_heron,123,46,251,#7B2EFB,3,0.51816478,0.48183522
pattern_4_heron,123,65,255,#7B41FF,2,0.51784232,0.48215768
pattern_4_heron,123,77,247,#7B4DF7,5,0.51925498,0.48074502
pattern_4_heron,126,0,167,#7E00A7,1,0.51861009,0.48138991
pattern_4_heron,126,0,175,#7E00AF,10,0.5173817,0.4826183
pattern_4_heron,126,0,186,#7E00BA,6,0.51569265,0.48430735
pattern_4_heron,126,0,187,#7E00BB,1,0.51553911,0.48446089
pattern_4_heron,126,0,189,#7E00BD,1,0.51523203,0.48476797
pattern_4_heron,126,0,192,#7E00C0,12,0.51477137,0.48522863
pattern_4_heron,126,0,194,#7E00C2,12,0.51446426,0.48553574
pattern_4_heron,126,0,197,#7E00C5,14,0.51400363,0.48599637
pattern_4_heron,126,0,200,#7E00C8,15,0.51354298,0.48645702
pattern_4_heron,126,0,203,#7E00CB,7,0.51308233,0.48691767
pattern_4_heron,126,0,205,#7E00CD,10,0.51277524,0.48722476
pattern_4_heron,126,0,206,#7E00CE,3,0.5126217,0.4873783
pattern_4_heron,126,0,208,#7E00D0,1,0.51231459,0.48768541
pattern_4_heron,126,0,211,#7E00D3,15,0.51185393,0.48814607
pattern_4_heron,126,0,216,#7E00D8,2,0.5110862,0.4889138
pattern_4_heron,126,0,222,#7E00DE,1,0.51016492,0.48983508
pattern_4_heron,126,0,225,#7E00E1,3,0.50970426,0.49029574
pattern_4_heron,126,0,227,#7E00E3,2,0.50939718,0.49060282
pattern_4_heron,126,2,255,#7E02FF,1,0.50512853,0.49487147
pattern_4_heron,126,6,203,#7E06CB,1,0.51317447,0.48682553
pattern_4_heron,126,6,206,#7E06CE,2,0.51271382,0.48728618
pattern_4_heron,126,8,209,#7E08D1,2,0.51228389,0.48771611
pattern_4_heron,126,10,183,#7E0AB7,2,0.51630685,0.48369315
pattern_4_heron,126,40,214,#7E28D6,1,0.5120075,0.4879925
pattern_4_heron,126,41,244,#7E29F4,2,0.5074164,0.4925836
pattern_4_heron,126,47,176,#7E2FB0,1,0.51794982,0.48205018
pattern_4_heron,126,65,203,#7E41CB,2,0.51408041,0.48591959
pattern_4_heron,126,69,197,#7E45C5,1,0.51506311,0.48493689
pattern_4_heron,126,69,203,#7E45CB,2,0.51414183,0.48585817
pattern_4_heron,126,75,216,#7E4BD8,1,0.51223782,0.48776218
pattern_4_heron,126,82,222,#7E52DE,1,0.51142401,0.48857599
pattern_4_heron,126,83,225,#7E53E1,2,0.51097873,0.48902127
pattern_4_heron,127,0,222,#7F00DE,2,0.50624943,0.49375057
pattern_4_heron,127,0,230,#7F00E6,3,0.50502104,0.49497896
pattern_4_heron,127,0,247,#7F00F7,2,0.50241071,0.49758929
pattern_4_heron,127,0,251,#7F00FB,6,0.50179651,0.49820349
pattern_4_heron,127,0,255,#7F00FF,3,0.50118232,0.49881768
pattern_4_heron,127,28,247,#7F1CF7,2,0.50284064,0.49715936
pattern_4_heron,127,42,247,#7F2AF7,2,0.5030556,0.4969444
pattern_4_heron,127,48,251,#7F30FB,1,0.50253356,0.49746644
pattern_4_heron,128,0,164,#8000A4,1,0.51123974,0.48876026
pattern_4_heron,128,0,167,#8000A7,16,0.51077911,0.48922089
pattern_4_heron,128,0,183,#8000B7,1,0.50832233,0.49167767
pattern_4_heron,128,0,203,#8000CB,4,0.50525135,0.49474865
pattern_4_heron,128,0,205,#8000CD,3,0.50494426,0.49505574
pattern_4_heron,128,0,214,#8000D6,1,0.50356233,0.49643767
pattern_4_heron,128,6,183,#8006B7,2,0.50841445,0.49158555
pattern_4_heron,128,54,183,#8036B7,1,0.50915149,0.49084851
pattern_4_heron,129,0,164,#8100A4,1,0.50732428,0.49267572
pattern_4_heron,129,0,170,#8100AA,19,0.50640297,0.49359703
pattern_4_heron,129,0,172,#8100AC,10,0.50609589,0.49390411
pattern_4_heron,129,0,175,#8100AF,5,0.50563523,0.49436477
pattern_4_heron,129,0,178,#8100B2,3,0.50517458,0.49482542
pattern_4_heron,129,0,184,#8100B8,1,0.5042533,0.4957467
pattern_4_heron,129,0,214,#8100D6,7,0.49964684,0.50035316
pattern_4_heron,131,0,165,#8300A5,13,0.49933976,0.50066024
pattern_4_heron,131,0,175,#8300AF,1,0.49780428,0.50219572
pattern_4_heron,131,0,178,#8300B2,1,0.4973436,0.5026564
pattern_4_heron,131,0,189,#8300BD,2,0.49565458,0.50434542
pattern_4_heron,131,0,192,#8300C0,1,0.49519396,0.50480604
pattern_4_heron,131,0,194,#8300C2,9,0.49488682,0.50511318
pattern_4_heron,131,0,203,#8300CB,1,0.49350488,0.50649512
pattern_4_heron,131,0,208,#8300D0,1,0.49273717,0.50726283
pattern_4_heron,131,0,211,#8300D3,1,0.49227649,0.50772351
pattern_4_heron,131,0,222,#8300DE,10,0.49058747,0.50941253
pattern_4_heron,131,0,255,#8300FF,2,0.48552036,0.51447964
pattern_4_heron,131,2,183,#8302B7,9,0.49660659,0.50339341
pattern_4_heron,131,30,192,#831EC0,4,0.49565458,0.50434542
pattern_4_heron,132,0,165,#8400A5,1,0.49542427,0.50457573
pattern_4_heron,132,0,173,#8400AD,12,0.49419588,0.50580412
pattern_4_heron,132,0,181,#8400B5,4,0.49296749,0.50703251
pattern_4_heron,132,0,183,#8400B7,3,0.4926604,0.5073396
pattern_4_heron,132,0,186,#8400BA,3,0.49219972,0.50780028
pattern_4_heron,132,0,189,#8400BD,18,0.49173909,0.50826091
pattern_4_heron,132,0,198,#8400C6,5,0.49035716,0.50964284
pattern_4_heron,132,0,200,#8400C8,6,0.49005008,0.50994992
pattern_4_heron,132,0,203,#8400CB,24,0.48958939,0.51041061
pattern_4_heron,132,0,205,#8400CD,4,0.48928231,0.51071769
pattern_4_heron,132,0,206,#8400CE,12,0.48912877,0.51087123
pattern_4_heron,132,0,211,#8400D3,9,0.488361,0.511639
pattern_4_heron,132,0,214,#8400D6,9,0.48790038,0.51209962
pattern_4_heron,132,0,217,#8400D9,8,0.48743975,0.51256025
pattern_4_heron,132,0,219,#8400DB,9,0.48713261,0.51286739
pattern_4_heron,132,0,222,#8400DE,12,0.48667198,0.51332802
pattern_4_heron,132,0,231,#8400E7,97,0.48529005,0.51470995
pattern_4_heron,132,0,236,#8400EC,1,0.48452228,0.51547772
pattern_4_heron,132,0,239,#8400EF,20,0.48406166,0.51593834
pattern_4_heron,132,0,247,#8400F7,6,0.48283327,0.51716673
pattern_4_heron,132,0,249,#8400F9,1,0.48252618,0.51747382
pattern_4_heron,132,0,255,#8400FF,17,0.48160487,0.51839513
pattern_4_heron,132,2,206,#8402CE,6,0.48915946,0.51084054
pattern_4_heron,132,4,181,#8404B5,2,0.49302888,0.50697112
pattern_4_heron,132,5,175,#8405AF,2,0.49396557,0.50603443
pattern_4_heron,132,9,222,#8409DE,2,0.48681021,0.51318979
pattern_4_heron,132,13,195,#840DC3,1,0.4910174,0.5089826
pattern_4_heron,132,16,200,#8410C8,1,0.49029571,0.50970429
pattern_4_heron,132,16,214,#8410D6,3,0.48814607,0.51185393
pattern_4_heron,132,20,189,#8414BD,2,0.49204618,0.50795382
pattern_4_heron,132,37,222,#8425DE,3,0.48724014,0.51275986
pattern_4_heron,132,41,197,#8429C5,4,0.49114025,0.50885975
pattern_4_heron,132,43,211,#842BD3,2,0.4890213,0.5109787
pattern_4_heron,132,48,206,#8430CE,1,0.48986578,0.51013422
pattern_4_heron,132,60,189,#843CBD,1,0.4926604,0.5073396
pattern_4_heron,132,65,194,#8441C2,5,0.49196941,0.50803059
pattern_4_heron,132,70,233,#8446E9,4,0.48605782,0.51394218
pattern_4_heron,132,74,249,#844AF9,4,0.48366243,0.51633757
pattern_4_heron,132,79,227,#844FE3,2,0.48711729,0.51288271
pattern_4_heron,134,0,164,#8600A4,2,0.48774683,0.51225317
pattern_4_heron,134,0,165,#8600A5,3,0.48759329,0.51240671
pattern_4_heron,134,0,167,#8600A7,1,0.48728621,0.51271379
pattern_4_heron,134,0,170,#8600AA,7,0.48682553,0.51317447
pattern_4_heron,134,0,189,#8600BD,1,0.48390812,0.51609188
pattern_4_heron,134,0,197,#8600C5,3,0.48267972,0.51732028
pattern_4_heron,134,0,217,#8600D9,9,0.47960877,0.52039123
pattern_4_heron,134,0,227,#8600E3,36,0.4780733,0.5219267
pattern_4_heron,134,1,203,#8601CB,2,0.48177379,0.51822621
pattern_4_heron,134,4,206,#8604CE,2,0.48135918,0.51864082
pattern_4_heron,134,14,198,#860EC6,3,0.48274118,0.51725882
pattern_4_heron,134,32,208,#8620D0,2,0.48148203,0.51851797
pattern_4_heron,134,65,203,#8641CB,3,0.4827565,0.5172435
pattern_4_heron,135,16,230,#8710E6,5,0.47394282,0.52605718
pattern_4_heron,137,0,164,#8900A4,1,0.47600037,0.52399963
pattern_4_heron,137,0,170,#8900AA,8,0.47507906,0.52492094
pattern_4_heron,137,0,178,#8900B2,1,0.47385067,0.52614933
pattern_4_heron,137,0,183,#8900B7,1,0.47308296,0.52691704
pattern_4_heron,137,0,187,#8900BB,1,0.47246873,0.52753127
pattern_4_heron,137,0,192,#8900C0,3,0.47170103,0.52829897
pattern_4_heron,137,0,195,#8900C3,1,0.47124034,0.52875966
pattern_4_heron,137,0,198,#8900C6,2,0.47077972,0.52922028
pattern_4_heron,137,0,200,#8900C8,2,0.47047263,0.52952737
pattern_4_heron,137,0,203,#8900CB,4,0.47001195,0.52998805
pattern_4_heron,137,0,206,#8900CE,26,0.46955132,0.53044868
pattern_4_heron,137,0,211,#8900D3,8,0.46878362,0.53121638
